Region,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Somali,Shinile,2023-12-01,39.16,325.06,17.85,17.7,18.67,0.97,1.09,7.25,78.03,1.25,2.36,1.63,110.0,Unhealthy for Sensitive Groups,10.6,34.3,0.458,0.48,0.58,24.4
Somali,Shinile,2024-01-01,48.53,135.36,11.73,23.98,37.39,3.82,,6.26,74.03,0.98,3.07,1.92,133.0,Unhealthy for Sensitive Groups,10.4,18.1,0.5,0.17,0.6,25.0
Somali,Shinile,2024-02-01,50.3,232.24,10.11,12.0,24.08,6.39,1.3,9.43,81.43,0.27,3.82,1.25,137.0,Unhealthy for Sensitive Groups,7.0,18.2,0.553,-1.54,0.6,25.0
Somali,Shinile,2024-03-01,50.76,207.09,5.15,36.01,27.79,8.7,1.25,4.01,109.0,0.41,2.44,0.44,139.0,Unhealthy for Sensitive Groups,10.4,36.3,0.45,0.31,0.6,25.0
Somali,Shinile,2024-04-01,136.42,800.0,14.43,17.1,29.64,1.95,1.38,4.73,90.5,0.48,,1.83,193.0,Unhealthy,14.2,31.4,0.521,-0.1,0.59,25.0
Somali,Shinile,2024-05-01,147.46,782.66,2.86,22.02,27.26,6.74,0.48,5.15,52.0,0.82,1.56,0.98,198.0,Unhealthy,12.6,44.0,0.482,0.44,0.6,25.1
Somali,Shinile,2024-06-01,21.73,160.04,5.08,16.81,26.59,2.11,1.1,3.44,41.61,0.45,0.05,1.15,71.0,Moderate,16.5,65.6,0.492,0.8,0.61,25.0
Somali,Shinile,2024-07-01,20.68,129.39,5.16,5.9,26.81,1.9,0.36,1.0,23.66,0.21,1.29,0.49,69.0,Moderate,14.3,67.6,0.534,1.47,0.59,25.1
Somali,Shinile,2024-08-01,18.69,121.9,6.04,14.94,5.62,4.17,0.88,2.32,44.6,0.68,1.56,0.1,65.0,Moderate,14.1,65.3,0.534,2.25,0.6,25.0
Somali,Shinile,2024-09-01,24.54,84.26,,12.91,12.47,3.53,0.72,4.13,59.04,0.34,0.6,0.5,77.0,Moderate,9.3,65.8,0.573,0.36,0.6,25.0
Somali,Shinile,2024-10-01,32.71,105.82,13.62,25.07,9.43,5.11,1.36,3.19,53.5,1.05,3.37,1.58,94.0,Moderate,3.8,40.6,0.463,0.28,0.6,25.0
Somali,Shinile,2024-11-01,49.88,218.22,10.57,15.66,20.79,5.69,0.72,11.32,80.29,0.34,3.87,1.39,136.0,Unhealthy for Sensitive Groups,2.3,42.6,0.503,1.74,0.6,24.9
Somali,Shinile,2024-12-01,63.27,247.16,14.55,27.69,31.99,10.62,0.93,6.88,92.56,0.51,1.0,0.95,155.0,Unhealthy,3.5,36.1,0.521,-0.71,0.61,25.1
Somali,Shinile,2025-01-01,46.35,265.09,19.55,31.28,39.38,3.55,0.68,5.85,89.19,0.66,1.24,1.9,128.0,Unhealthy for Sensitive Groups,5.3,34.3,0.459,-2.27,0.6,25.4
Somali,Shinile,2025-02-01,52.56,303.12,17.11,22.31,19.82,10.38,1.74,4.59,57.13,0.61,2.93,1.38,143.0,Unhealthy for Sensitive Groups,9.0,20.2,0.514,2.57,0.62,25.5
Somali,Shinile,2025-03-01,25.21,204.74,15.3,19.56,12.5,0.81,,9.69,75.42,0.01,3.67,1.26,79.0,Moderate,11.9,31.6,0.468,-0.96,0.61,25.5
Somali,Shinile,2025-04-01,71.87,652.09,12.08,11.96,44.91,4.8,0.84,6.91,72.53,1.11,0.57,0.24,159.0,Unhealthy,15.3,22.1,0.437,0.66,0.61,25.6
Somali,Shinile,2025-05-01,59.83,703.06,19.55,10.58,34.48,7.56,0.57,3.83,63.14,0.69,1.42,1.38,153.0,Unhealthy,11.9,31.1,0.473,1.67,0.6,25.5
Somali,Shinile,2025-06-01,,185.66,3.18,18.14,29.84,2.77,1.43,1.45,68.12,0.61,0.54,1.41,,,12.4,61.1,0.556,2.5,0.62,25.5
Somali,Shinile,2025-07-01,10.3,68.5,5.7,,14.16,2.55,0.68,2.61,35.97,0.13,0.77,0.78,43.0,Good,11.1,68.5,0.539,0.81,0.6,25.6
Somali,Shinile,2025-08-01,12.75,113.96,3.98,4.18,19.65,,0.78,2.53,37.94,,1.17,0.45,52.0,Moderate,5.5,66.8,0.542,1.63,0.61,25.5
Somali,Shinile,2025-09-01,20.03,120.15,9.94,17.22,3.6,5.56,0.61,3.7,43.72,0.71,1.34,1.05,68.0,Moderate,5.0,55.8,0.503,0.81,0.62,25.4
Somali,Shinile,2025-10-01,38.69,245.92,10.81,9.82,10.97,5.13,0.55,9.09,93.73,0.75,3.27,1.0,109.0,Unhealthy for Sensitive Groups,7.5,50.3,0.512,-0.92,0.59,25.4
Somali,Shinile,2025-11-01,33.9,218.36,14.95,27.55,31.89,9.15,0.66,3.5,87.25,0.48,1.59,1.08,97.0,Moderate,8.1,43.7,0.443,0.38,0.6,25.5
Somali,Shinile,2025-12-01,49.82,309.25,18.84,12.49,22.63,5.74,,4.49,90.13,0.67,0.85,1.03,136.0,Unhealthy for Sensitive Groups,4.6,22.0,0.627,0.37,0.6,25.5
Somali,Wardar,2014-01-01,57.59,250.46,9.91,23.27,43.44,4.92,1.55,12.08,96.77,1.18,2.84,1.07,152.0,Unhealthy,8.9,38.2,0.432,0.26,0.5,20.0
Somali,Wardar,2014-02-01,58.08,800.0,5.52,20.24,34.62,2.84,1.68,7.71,70.57,0.57,3.47,0.38,152.0,Unhealthy,14.2,14.2,0.374,1.13,0.49,20.0
Somali,Wardar,2014-03-01,166.68,573.09,17.77,30.38,33.8,2.67,0.33,9.51,85.53,0.61,1.9,0.89,217.0,Very Unhealthy,10.4,29.8,0.487,-1.71,0.5,20.0
Somali,Wardar,2014-04-01,52.9,238.34,12.88,,39.58,5.77,0.69,3.47,78.92,0.7,1.32,0.47,144.0,Unhealthy for Sensitive Groups,14.5,31.3,0.515,-2.05,0.52,19.9
Somali,Wardar,2014-05-01,33.7,556.2,10.78,22.9,31.94,9.56,0.82,3.46,45.38,0.92,1.84,1.03,96.0,Moderate,4.8,39.0,0.46,-0.15,0.51,20.0
Somali,Wardar,2014-06-01,9.63,95.04,3.87,9.17,14.15,,0.87,1.73,60.96,0.24,1.6,0.23,40.0,Good,8.7,62.1,0.494,-0.34,0.51,20.1
Somali,Wardar,2014-07-01,21.17,64.15,2.92,8.55,20.92,5.32,0.54,4.76,25.17,0.38,,0.08,70.0,Moderate,11.1,76.6,0.426,-0.56,0.5,20.0
Somali,Wardar,2014-08-01,19.97,74.37,1.0,10.41,22.41,2.85,0.76,3.62,44.37,0.25,0.89,0.58,68.0,Moderate,12.7,64.2,0.46,0.07,0.51,20.0
Somali,Wardar,2014-09-01,25.36,101.9,4.41,10.7,4.81,5.02,0.64,2.62,27.63,0.6,1.27,0.41,79.0,Moderate,6.5,64.5,0.456,1.59,0.51,20.0
Somali,Wardar,2014-10-01,29.95,154.34,10.79,12.14,31.55,,0.89,4.25,78.55,0.97,1.87,0.06,89.0,Moderate,11.7,54.5,0.521,1.59,0.5,20.0
Somali,Wardar,2014-11-01,27.83,111.17,3.85,20.89,23.2,6.5,0.71,4.05,56.65,1.26,2.44,0.94,84.0,Moderate,8.8,33.6,0.529,1.25,0.51,20.0
Somali,Wardar,2014-12-01,22.52,224.44,13.1,17.21,28.29,0.5,1.41,10.81,93.73,0.09,2.32,0.23,73.0,Moderate,8.6,25.4,0.497,-0.78,0.49,20.0
Somali,Wardar,2015-01-01,19.89,,14.74,14.59,19.79,7.71,1.43,,67.16,0.51,3.85,1.19,67.0,Moderate,10.7,24.6,0.472,1.29,0.52,20.5
Somali,Wardar,2015-02-01,58.78,485.51,19.41,13.66,31.13,10.51,1.97,4.39,106.82,1.24,1.86,0.33,153.0,Unhealthy,7.9,35.0,0.54,1.89,0.51,20.5
Somali,Wardar,2015-03-01,116.6,379.55,9.42,21.36,17.84,4.05,1.41,4.87,48.29,0.54,1.04,1.61,183.0,Unhealthy,14.9,32.6,0.455,1.18,0.5,20.5
Somali,Wardar,2015-04-01,20.9,119.99,15.19,27.95,38.52,8.02,0.77,4.94,78.09,0.36,1.78,0.38,70.0,Moderate,7.8,37.1,0.475,1.91,0.51,20.5
Somali,Wardar,2015-05-01,48.79,295.39,12.7,28.61,41.33,8.8,0.39,1.55,56.13,1.06,3.12,0.8,134.0,Unhealthy for Sensitive Groups,3.9,36.1,0.529,0.69,0.51,20.5
Somali,Wardar,2015-06-01,33.9,126.19,9.03,22.15,8.83,0.58,0.53,4.61,35.72,0.35,1.21,1.08,97.0,Moderate,7.5,46.1,0.471,-0.26,0.52,20.5
Somali,Wardar,2015-07-01,11.24,63.56,11.52,14.29,16.78,2.79,0.57,1.99,39.0,0.13,1.69,0.64,47.0,Good,8.3,66.8,0.549,-0.16,0.51,20.5
Somali,Wardar,2015-08-01,11.4,133.27,6.18,7.22,8.48,,0.26,3.56,27.72,0.56,2.0,0.39,47.0,Good,6.0,65.7,0.589,0.86,0.51,20.5
Somali,Wardar,2015-09-01,24.58,173.86,12.12,16.13,14.77,0.5,0.99,3.66,32.11,0.4,1.02,0.32,77.0,Moderate,13.6,52.6,0.565,1.08,0.51,20.5
Somali,Wardar,2015-10-01,31.68,124.66,6.29,13.57,19.22,1.85,1.08,1.66,55.98,0.58,2.25,1.19,92.0,Moderate,11.0,46.5,0.515,2.2,0.5,20.5
Somali,Wardar,2015-11-01,38.43,191.87,16.14,20.71,23.76,1.77,1.23,4.84,70.15,0.54,2.21,0.91,108.0,Unhealthy for Sensitive Groups,3.7,27.0,0.536,-0.64,0.52,20.4
Somali,Wardar,2015-12-01,24.53,113.16,16.97,21.35,35.66,0.5,1.57,1.87,98.36,0.28,2.88,0.11,77.0,Moderate,6.5,25.7,0.608,-0.72,0.5,20.5
Somali,Wardar,2016-01-01,35.44,228.37,12.13,30.59,39.62,6.12,1.75,8.87,70.2,0.53,3.11,0.55,101.0,Unhealthy for Sensitive Groups,4.8,30.7,0.533,0.72,0.5,21.0
Somali,Wardar,2016-02-01,42.52,287.65,12.39,26.45,24.96,6.01,0.95,3.55,101.55,1.09,3.22,0.12,118.0,Unhealthy for Sensitive Groups,4.8,24.9,0.504,0.46,0.49,21.0
Somali,Wardar,2016-03-01,23.22,162.48,,21.7,42.71,12.78,2.04,,80.26,0.92,0.75,1.63,74.0,Moderate,8.3,28.8,0.515,-0.36,0.53,21.0
Somali,Wardar,2016-04-01,53.32,800.0,16.09,16.39,45.59,8.14,0.93,11.14,112.42,1.06,2.48,1.07,145.0,Unhealthy for Sensitive Groups,7.8,36.1,0.477,1.37,0.52,21.0
Somali,Wardar,2016-05-01,50.12,800.0,15.8,16.55,6.5,1.34,1.08,5.51,63.59,0.76,1.29,1.36,137.0,Unhealthy for Sensitive Groups,4.8,31.4,0.469,2.18,0.53,21.0
Somali,Wardar,2016-06-01,28.67,197.09,9.32,16.56,23.83,6.85,0.1,5.56,56.11,0.54,1.29,0.41,86.0,Moderate,12.4,64.9,0.557,0.59,0.53,21.0
Somali,Wardar,2016-07-01,24.22,62.51,3.54,7.83,13.55,3.77,0.85,3.75,43.51,0.36,1.09,0.47,76.0,Moderate,7.7,66.2,0.515,1.74,0.53,21.0
Somali,Wardar,2016-08-01,15.76,120.41,8.68,13.26,10.88,1.33,0.33,2.98,37.84,0.6,0.44,0.73,59.0,Moderate,13.4,68.0,0.541,-0.94,0.5,21.0
Somali,Wardar,2016-09-01,14.01,140.07,13.68,7.6,20.73,1.59,0.42,6.07,60.84,0.6,0.96,0.56,55.0,Moderate,7.0,55.1,0.485,0.88,0.5,21.1
Somali,Wardar,2016-10-01,22.17,165.69,6.62,20.47,23.44,7.57,1.39,3.98,50.15,0.21,1.67,1.05,72.0,Moderate,5.9,52.6,0.606,1.84,0.52,21.0
Somali,Wardar,2016-11-01,18.08,224.82,12.6,13.47,18.72,4.27,1.1,6.01,65.48,0.29,2.05,0.7,64.0,Moderate,4.8,31.7,0.567,1.38,0.53,21.0
Somali,Wardar,2016-12-01,26.62,243.76,3.97,13.36,36.07,6.94,0.72,7.89,73.31,0.5,1.98,1.21,82.0,Moderate,7.8,29.1,0.533,0.86,0.53,21.0
Somali,Wardar,2017-01-01,57.04,331.8,7.44,22.02,,10.15,0.94,6.2,75.52,0.05,0.86,0.48,152.0,Unhealthy,11.3,33.5,0.457,-0.64,0.54,21.5
Somali,Wardar,2017-02-01,103.81,745.93,17.1,33.93,36.84,2.71,1.97,3.31,120.98,0.83,3.29,0.25,176.0,Unhealthy,9.6,35.6,0.52,-0.77,0.55,21.6
Somali,Wardar,2017-03-01,,444.67,8.13,19.84,27.57,8.74,1.26,3.98,80.28,1.2,2.56,1.68,,,11.0,26.0,0.446,1.06,0.53,21.5
Somali,Wardar,2017-04-01,39.89,216.87,10.21,20.05,32.19,4.94,0.8,5.72,91.91,0.73,3.95,0.41,112.0,Unhealthy for Sensitive Groups,13.1,46.2,0.65,0.46,0.53,21.5
Somali,Wardar,2017-05-01,21.3,84.0,8.32,9.8,15.96,6.09,1.27,1.34,77.22,0.28,1.43,0.49,70.0,Moderate,6.5,39.4,0.499,0.57,0.52,21.5
Somali,Wardar,2017-06-01,14.24,86.94,8.64,12.01,16.0,4.19,0.63,3.15,60.57,0.5,2.48,0.49,55.0,Moderate,12.2,62.9,0.514,2.76,0.54,21.6
Somali,Wardar,2017-07-01,28.25,146.11,5.53,18.12,7.19,1.82,0.52,3.71,50.23,0.55,1.29,0.35,85.0,Moderate,11.0,77.6,0.517,0.09,0.52,21.5
Somali,Wardar,2017-08-01,27.19,65.84,,4.62,19.55,5.23,0.87,,47.1,0.27,0.76,,83.0,Moderate,12.7,69.4,0.429,-0.56,0.52,21.5
Somali,Wardar,2017-09-01,9.91,103.87,,14.26,18.51,3.28,1.02,2.55,58.16,0.4,0.69,0.86,41.0,Good,10.5,58.0,0.457,1.99,0.53,21.5
Somali,Wardar,2017-10-01,28.37,230.91,10.94,17.39,21.84,2.61,0.36,7.41,69.29,0.14,0.97,1.58,85.0,Moderate,10.0,51.3,0.526,-2.21,0.53,21.5
Somali,Wardar,2017-11-01,43.12,290.69,17.24,18.31,32.89,2.62,1.89,6.68,,0.74,2.35,1.65,120.0,Unhealthy for Sensitive Groups,4.0,24.7,0.503,-0.11,0.54,21.5
Somali,Wardar,2017-12-01,53.57,212.72,10.96,10.13,37.6,5.46,0.99,7.54,61.95,,1.49,1.28,146.0,Unhealthy for Sensitive Groups,4.2,35.8,0.479,2.4,0.54,21.5
Somali,Wardar,2018-01-01,50.47,197.38,11.6,14.61,20.88,8.7,1.27,3.75,89.5,0.4,1.02,1.19,138.0,Unhealthy for Sensitive Groups,9.0,31.1,0.488,-1.39,0.53,22.0
Somali,Wardar,2018-02-01,37.91,177.81,8.8,25.54,50.4,9.55,1.87,8.46,61.7,,,2.15,107.0,Unhealthy for Sensitive Groups,15.1,29.0,0.618,0.88,0.54,21.9
Somali,Wardar,2018-03-01,26.77,172.89,13.79,33.61,53.68,3.19,1.44,10.53,62.25,0.89,2.05,1.04,82.0,Moderate,11.3,39.8,0.48,1.64,0.56,22.0
Somali,Wardar,2018-04-01,93.89,666.21,17.55,28.98,30.8,2.21,1.95,8.97,50.12,0.92,4.46,1.03,171.0,Unhealthy,14.6,36.7,0.556,0.81,0.53,22.0
Somali,Wardar,2018-05-01,50.45,,6.07,18.16,23.57,6.21,0.54,9.54,74.93,1.15,3.24,1.58,138.0,Unhealthy for Sensitive Groups,6.6,47.8,0.457,-0.74,0.54,22.0
Somali,Wardar,2018-06-01,14.36,82.24,13.48,18.46,30.78,4.25,0.47,3.56,56.91,0.25,2.09,1.16,56.0,Moderate,12.0,54.1,0.537,-0.04,0.55,22.0
Somali,Wardar,2018-07-01,18.69,97.65,13.82,11.65,8.31,2.78,0.36,1.0,38.55,0.54,,0.18,65.0,Moderate,12.1,63.3,0.42,0.96,0.53,22.0
Somali,Wardar,2018-08-01,16.27,88.97,5.27,13.52,19.91,4.57,0.72,3.77,29.09,0.49,0.49,0.36,60.0,Moderate,14.4,72.7,0.509,-0.19,0.55,22.0
Somali,Wardar,2018-09-01,28.11,167.92,9.8,6.72,28.17,2.75,0.78,5.74,36.52,0.16,1.9,0.97,85.0,Moderate,9.8,58.0,0.498,2.58,0.53,22.0
Somali,Wardar,2018-10-01,33.9,257.7,16.89,18.2,27.54,7.42,,4.67,46.27,0.08,0.05,,97.0,Moderate,4.2,47.4,0.444,-0.2,0.55,22.0
Somali,Wardar,2018-11-01,35.08,,15.76,11.61,17.5,7.06,0.92,7.19,51.05,1.11,0.9,0.74,99.0,Moderate,6.1,29.6,0.428,-0.71,0.53,22.0
Somali,Wardar,2018-12-01,25.31,118.49,16.35,22.21,16.33,3.74,1.44,7.41,,0.04,3.87,1.05,79.0,Moderate,4.5,36.1,0.496,0.36,0.52,22.1
Somali,Wardar,2019-01-01,37.09,109.56,11.92,19.84,27.4,11.84,0.37,3.12,92.71,1.32,2.23,1.63,105.0,Unhealthy for Sensitive Groups,8.4,23.9,0.552,0.26,0.53,22.5
Somali,Wardar,2019-02-01,104.64,769.76,17.43,13.18,26.08,3.74,0.74,7.34,63.22,0.64,2.12,1.02,176.0,Unhealthy,14.2,32.8,0.463,-0.47,0.54,22.5
Somali,Wardar,2019-03-01,101.96,800.0,11.32,16.37,24.08,5.19,1.5,7.81,76.67,1.29,1.38,2.1,175.0,Unhealthy,8.9,24.3,0.484,-0.17,0.55,22.5
Somali,Wardar,2019-04-01,121.14,618.71,12.97,28.15,36.65,4.96,0.35,2.51,114.25,0.81,1.27,1.51,185.0,Unhealthy,5.3,37.9,0.546,-0.96,0.56,22.6
Somali,Wardar,2019-05-01,29.36,228.63,9.02,9.32,20.58,3.64,0.83,10.06,63.28,0.12,2.51,1.21,87.0,Moderate,11.8,29.7,0.419,0.45,0.54,22.5
Somali,Wardar,2019-06-01,16.57,130.66,8.25,17.98,11.85,7.28,0.6,5.5,68.36,0.09,1.5,0.4,60.0,Moderate,7.2,58.5,0.513,0.75,0.52,22.5
Somali,Wardar,2019-07-01,19.29,117.38,4.22,5.46,7.37,1.36,0.67,4.07,21.01,0.26,1.96,0.44,66.0,Moderate,5.7,61.2,0.393,1.07,0.55,22.4
Somali,Wardar,2019-08-01,20.9,105.16,2.46,8.26,12.14,5.93,0.24,2.1,22.31,0.78,0.51,0.1,70.0,Moderate,15.4,72.3,0.579,1.57,0.55,22.5
Somali,Wardar,2019-09-01,29.12,125.68,6.48,18.98,12.79,1.11,0.54,3.41,36.15,0.39,0.36,0.75,87.0,Moderate,4.4,66.9,0.443,-2.72,0.53,22.5
Somali,Wardar,2019-10-01,26.59,159.48,5.45,16.18,15.18,7.96,0.83,5.98,83.58,0.52,2.44,1.33,81.0,Moderate,11.4,39.7,0.403,-0.54,0.56,22.5
Somali,Wardar,2019-11-01,28.07,282.3,11.68,28.9,20.73,2.42,0.93,4.02,62.35,0.71,3.18,0.87,85.0,Moderate,9.2,42.8,0.59,1.48,0.55,22.5
Somali,Wardar,2019-12-01,,289.58,23.64,26.11,30.89,7.39,1.48,10.28,104.4,0.89,4.29,0.08,,,8.4,28.8,0.563,-0.78,0.56,22.5
Somali,Wardar,2020-01-01,23.0,266.15,12.38,10.95,39.25,6.78,2.0,7.9,110.47,0.62,1.9,1.11,74.0,Moderate,1.9,33.8,0.515,1.96,0.53,23.0
Somali,Wardar,2020-02-01,89.18,647.31,7.29,31.78,26.51,5.75,2.0,11.73,92.78,1.55,2.44,0.54,168.0,Unhealthy,5.6,25.3,0.455,-0.66,0.55,23.0
Somali,Wardar,2020-03-01,190.65,800.0,10.95,34.8,21.99,10.02,1.43,6.85,92.54,0.6,2.47,0.63,241.0,Very Unhealthy,16.3,40.4,0.472,-1.12,0.56,23.0
Somali,Wardar,2020-04-01,49.73,653.29,7.34,14.18,15.2,3.84,1.14,4.73,56.83,0.62,1.78,1.18,136.0,Unhealthy for Sensitive Groups,8.2,28.3,0.451,-0.58,0.55,23.0
Somali,Wardar,2020-05-01,8.81,135.12,8.73,18.17,11.31,,0.95,6.94,51.98,0.33,2.32,0.97,37.0,Good,5.7,48.4,0.527,0.68,0.57,23.0
Somali,Wardar,2020-06-01,17.11,75.32,3.79,7.92,13.47,3.57,0.63,3.17,52.93,0.1,2.11,0.36,62.0,Moderate,6.9,64.7,0.44,1.61,0.55,23.0
Somali,Wardar,2020-07-01,20.74,88.98,7.29,14.57,22.84,4.67,0.15,3.57,46.06,0.16,0.56,1.04,69.0,Moderate,9.3,65.0,0.501,2.1,0.57,23.0
Somali,Wardar,2020-08-01,,72.39,3.59,12.57,18.48,1.19,0.62,3.15,40.33,0.44,2.19,0.72,,,14.0,77.2,0.525,0.65,0.57,22.9
Somali,Wardar,2020-09-01,13.14,155.48,10.1,9.33,11.0,4.57,0.42,4.54,40.05,0.51,1.23,1.06,53.0,Moderate,9.0,54.7,0.446,0.85,0.57,23.0
Somali,Wardar,2020-10-01,37.82,134.93,6.6,19.07,17.37,7.42,1.4,,49.54,0.3,1.11,1.02,107.0,Unhealthy for Sensitive Groups,10.5,39.4,0.495,-0.6,0.57,22.9
Somali,Wardar,2020-11-01,38.37,102.98,8.3,26.39,7.24,8.01,0.78,10.45,48.0,0.93,1.11,0.69,108.0,Unhealthy for Sensitive Groups,11.2,34.3,0.446,0.44,0.55,23.0
Somali,Wardar,2020-12-01,49.73,130.45,6.1,22.83,27.53,10.17,0.97,3.52,70.62,0.49,3.27,1.85,136.0,Unhealthy for Sensitive Groups,3.6,38.7,0.538,0.74,0.55,23.0
Somali,Wardar,2021-01-01,54.55,220.44,12.61,,36.46,8.63,1.21,8.59,97.55,1.16,3.19,1.32,148.0,Unhealthy for Sensitive Groups,7.2,18.2,0.501,-0.03,0.57,23.5
Somali,Wardar,2021-02-01,60.18,650.68,10.61,24.12,34.93,9.26,0.68,7.33,71.96,1.16,1.8,,153.0,Unhealthy,5.2,23.3,0.502,0.7,0.59,23.4
Somali,Wardar,2021-03-01,38.56,314.01,10.49,12.94,46.1,9.6,,4.95,,1.22,0.81,1.27,109.0,Unhealthy for Sensitive Groups,9.4,38.7,0.567,0.86,0.57,23.5
Somali,Wardar,2021-04-01,128.46,779.22,12.9,17.26,35.53,4.31,0.55,8.24,97.19,1.19,1.48,0.23,189.0,Unhealthy,5.4,23.9,0.441,1.15,0.57,23.6
Somali,Wardar,2021-05-01,55.43,240.27,16.68,28.46,31.78,0.7,1.35,8.06,75.71,0.01,0.81,1.12,151.0,Unhealthy,6.8,38.2,0.576,2.23,0.57,23.5
Somali,Wardar,2021-06-01,31.94,102.33,7.23,4.25,,3.07,0.38,,43.68,0.01,2.68,0.4,93.0,Moderate,10.4,54.8,0.615,0.76,0.58,23.6
Somali,Wardar,2021-07-01,,78.28,7.08,9.71,10.89,,0.74,1.82,39.03,0.14,0.79,0.01,,,14.0,71.1,0.56,-1.67,0.56,23.5
Somali,Wardar,2021-08-01,29.15,109.47,3.03,19.19,8.28,2.96,0.57,6.76,38.61,0.41,0.26,0.2,87.0,Moderate,3.4,63.2,0.519,-1.65,0.57,23.6
Somali,Wardar,2021-09-01,22.91,156.04,10.39,13.95,16.24,3.61,0.66,1.46,23.97,0.4,1.77,0.95,74.0,Moderate,4.1,55.4,0.528,-0.24,0.58,23.5
Somali,Wardar,2021-10-01,21.86,148.94,14.4,8.67,14.41,5.93,1.14,8.98,78.38,0.23,2.1,0.24,72.0,Moderate,4.5,39.2,0.57,0.47,0.58,23.5
Somali,Wardar,2021-11-01,44.5,132.26,5.53,16.78,14.18,3.88,0.75,,81.27,0.49,2.46,1.36,123.0,Unhealthy for Sensitive Groups,13.0,44.8,0.464,-0.43,0.56,23.5
Somali,Wardar,2021-12-01,26.37,172.74,14.96,17.35,,3.33,1.6,,57.91,0.55,1.25,0.43,81.0,Moderate,4.8,19.9,0.42,1.47,0.58,23.5
Somali,Wardar,2022-01-01,57.11,298.94,13.79,19.54,47.23,2.73,0.77,3.67,89.31,1.32,3.01,0.52,152.0,Unhealthy,8.9,31.1,0.489,3.32,0.6,24.0
Somali,Wardar,2022-02-01,140.95,800.0,18.08,35.09,44.02,7.95,1.94,9.47,61.45,1.26,2.07,1.23,195.0,Unhealthy,6.1,34.0,0.523,1.0,0.6,24.0
Somali,Wardar,2022-03-01,77.32,779.87,12.05,25.32,22.99,11.16,0.6,6.27,,0.95,1.86,1.06,162.0,Unhealthy,10.8,33.1,0.472,3.04,0.58,24.0
Somali,Wardar,2022-04-01,56.03,657.09,24.25,42.39,50.3,1.85,1.51,6.16,51.45,0.57,4.05,0.51,151.0,Unhealthy,6.4,23.6,0.427,2.63,0.58,24.1
Somali,Wardar,2022-05-01,48.04,146.31,5.9,19.03,28.2,6.12,1.32,10.27,77.97,1.12,1.49,,132.0,Unhealthy for Sensitive Groups,9.4,45.8,0.464,0.64,0.59,24.0
Somali,Wardar,2022-06-01,19.32,171.98,9.93,18.08,22.28,0.7,1.21,1.01,51.53,0.72,1.29,,66.0,Moderate,6.8,61.2,0.516,1.32,0.6,24.1
Somali,Wardar,2022-07-01,18.38,,2.46,10.72,21.07,3.76,0.05,5.18,28.05,0.03,0.81,,64.0,Moderate,9.9,68.0,0.579,-0.4,0.58,24.0
Somali,Wardar,2022-08-01,24.37,116.06,6.61,10.53,9.95,2.3,0.22,2.12,45.96,0.53,1.78,0.15,77.0,Moderate,12.0,60.9,0.548,1.71,0.58,24.0
Somali,Wardar,2022-09-01,14.89,96.34,12.41,8.61,16.76,4.14,0.59,6.43,24.39,0.51,1.91,0.7,57.0,Moderate,9.1,70.9,0.375,0.11,0.56,24.0
Somali,Wardar,2022-10-01,24.03,231.37,13.64,10.14,31.98,0.5,1.39,4.87,63.29,0.35,2.01,0.38,76.0,Moderate,7.2,39.4,0.491,0.91,0.59,24.0
Somali,Wardar,2022-11-01,53.51,289.02,12.27,10.73,18.19,10.06,0.76,4.38,54.71,1.17,3.01,1.08,145.0,Unhealthy for Sensitive Groups,12.0,32.7,0.482,0.18,0.58,24.0
Somali,Wardar,2022-12-01,47.85,312.94,15.99,30.04,19.84,5.45,,1.56,79.29,0.51,3.93,0.81,131.0,Unhealthy for Sensitive Groups,8.4,26.1,0.444,-0.9,0.58,24.0
Somali,Wardar,2023-01-01,66.54,300.89,12.31,38.23,15.51,11.54,0.97,5.24,116.62,0.47,3.1,0.87,157.0,Unhealthy,5.3,25.5,0.495,-0.0,0.59,24.5
Somali,Wardar,2023-02-01,59.35,511.96,23.54,14.23,35.94,8.58,1.15,8.64,77.94,0.8,2.19,0.81,153.0,Unhealthy,10.7,34.8,0.468,0.91,0.59,24.4
Somali,Wardar,2023-03-01,109.42,800.0,10.86,32.96,35.83,3.58,1.67,7.85,,1.03,,0.98,179.0,Unhealthy,5.7,27.3,0.546,0.61,0.6,24.5
Somali,Wardar,2023-04-01,60.07,730.53,6.57,,46.06,,1.45,6.02,92.26,,4.29,0.92,153.0,Unhealthy,9.2,24.9,0.49,-0.01,0.58,24.5
Somali,Wardar,2023-05-01,34.5,267.99,14.99,21.49,35.36,4.05,1.08,3.78,101.07,0.52,2.45,0.98,98.0,Moderate,12.5,45.6,0.427,-0.77,0.59,24.5
Somali,Wardar,2023-06-01,20.39,110.8,,19.38,21.24,7.39,1.32,5.85,47.2,,3.52,1.21,68.0,Moderate,14.2,64.4,0.471,-0.66,0.6,24.5
