Province,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Shandong,Yantai,2022-05-01,67.76,258.9,36.21,46.97,40.05,12.62,2.06,24.66,72.03,3.38,12.55,1.5,91,Good,16.0,72.5,0.236,5.67,351.68,663.5
Shandong,Yantai,2022-06-01,52.5,145.31,15.72,27.01,57.04,23.55,2.47,18.73,45.03,1.15,12.78,3.26,72,Good,10.7,63.7,0.179,4.74,360.86,666.2
Shandong,Yantai,2022-07-01,43.83,189.15,13.23,29.25,49.08,10.75,0.81,26.51,53.36,2.54,9.16,0.83,61,Good,7.7,68.4,0.238,6.82,352.28,666.7
Shandong,Yantai,2022-08-01,57.37,111.16,15.68,24.29,39.81,16.48,2.43,31.69,33.62,3.53,3.32,1.95,78,Good,12.5,82.0,0.222,4.87,345.08,670.3
Shandong,Yantai,2022-09-01,94.82,135.42,16.18,25.61,31.29,18.58,0.94,25.65,41.98,3.91,9.96,0.69,125,Lightly Polluted,5.8,58.0,0.218,5.36,361.8,670.1
Shandong,Yantai,2022-10-01,81.89,261.67,45.96,41.76,53.17,31.89,2.48,39.66,56.75,4.55,8.57,1.46,108,Lightly Polluted,12.0,48.9,0.071,5.33,351.53,665.5
Shandong,Yantai,2022-11-01,156.51,203.81,38.68,72.28,58.37,26.09,4.13,66.15,67.07,3.28,15.48,6.55,207,Heavily Polluted,13.4,52.8,0.231,4.95,359.9,664.9
Shandong,Yantai,2022-12-01,177.39,441.66,42.91,73.93,104.29,52.74,2.72,29.76,68.9,7.91,18.95,4.24,227,Heavily Polluted,10.8,39.7,0.118,5.17,355.03,665.1
Shandong,Yantai,2023-01-01,140.47,235.91,46.77,54.12,72.09,24.16,1.91,36.62,80.8,9.01,5.4,1.87,186,Moderately Polluted,12.6,47.6,0.18,5.75,363.34,665.1
Shandong,Yantai,2023-02-01,200.72,335.51,66.03,69.84,106.55,41.77,4.04,38.2,77.58,6.45,13.05,3.39,251,Heavily Polluted,7.0,41.1,0.083,5.52,358.32,666.2
Shandong,Yantai,2023-03-01,131.94,272.98,33.57,51.96,82.53,38.41,3.37,33.58,65.18,3.46,17.13,2.17,174,Moderately Polluted,11.3,47.1,0.268,5.73,359.07,670.5
Shandong,Yantai,2023-04-01,77.22,137.44,39.89,36.46,45.63,24.34,3.23,20.05,34.78,4.29,4.62,1.23,103,Lightly Polluted,11.5,65.7,0.208,5.05,361.96,669.1
Shandong,Yantai,2023-05-01,111.13,130.54,41.48,64.63,18.9,10.93,2.27,29.01,56.15,3.7,7.99,2.46,145,Lightly Polluted,10.3,65.2,0.083,5.47,355.49,671.6
Shandong,Yantai,2023-06-01,66.14,173.79,27.71,43.56,47.32,16.86,2.1,14.62,34.47,1.16,6.02,1.12,89,Good,14.0,86.3,0.2,5.97,362.51,665.5
Shandong,Yantai,2023-07-01,80.3,160.32,33.06,35.66,21.22,16.0,0.97,15.15,24.03,2.94,7.19,1.39,106,Lightly Polluted,13.5,89.2,0.144,6.21,359.64,669.4
Shandong,Yantai,2023-08-01,79.45,187.7,26.84,36.66,32.95,23.71,0.73,24.8,24.62,2.51,8.6,1.85,105,Lightly Polluted,10.8,75.0,0.085,5.55,364.01,672.4
Shandong,Yantai,2023-09-01,106.36,203.55,27.31,49.72,20.74,23.59,2.26,23.3,30.46,3.85,11.35,3.24,139,Lightly Polluted,12.2,72.4,0.188,5.96,363.14,665.9
Shandong,Yantai,2023-10-01,140.45,289.9,9.42,64.91,49.88,23.64,1.18,27.46,26.9,2.02,15.32,1.43,186,Moderately Polluted,10.5,60.7,0.275,5.52,359.38,670.3
Shandong,Yantai,2023-11-01,174.79,368.15,23.69,56.29,63.79,41.08,4.83,59.08,45.71,4.66,12.02,5.07,225,Heavily Polluted,7.5,47.1,0.08,6.15,362.26,670.4
Shandong,Yantai,2023-12-01,128.8,307.03,56.89,110.84,107.56,40.13,4.52,60.34,100.3,6.51,13.59,3.88,169,Moderately Polluted,8.1,41.3,0.067,5.59,349.9,670.8
Shandong,Yantai,2024-01-01,111.49,309.52,35.85,60.44,37.36,46.71,3.65,25.27,64.19,9.23,10.16,3.32,146,Lightly Polluted,9.5,38.1,0.19,6.1,373.94,672.8
Shandong,Yantai,2024-02-01,209.98,172.72,41.74,81.59,37.32,41.72,4.54,50.75,37.04,4.06,16.86,5.87,260,Heavily Polluted,9.5,38.6,0.168,5.63,364.39,673.5
Shandong,Yantai,2024-03-01,106.3,297.51,27.59,29.13,58.12,14.46,1.08,50.21,33.9,6.27,12.52,2.86,139,Lightly Polluted,12.9,59.3,0.055,5.63,371.9,668.3
Shandong,Yantai,2024-04-01,124.41,247.97,25.92,43.4,65.3,22.33,2.26,26.82,26.79,3.21,7.8,2.43,163,Moderately Polluted,10.1,39.1,0.183,7.68,365.97,672.8
Shandong,Yantai,2024-05-01,85.18,105.32,35.59,57.92,60.06,18.14,2.22,11.6,56.24,4.15,2.57,1.48,113,Lightly Polluted,9.0,50.4,0.197,5.97,378.39,671.0
Shandong,Yantai,2024-06-01,54.03,152.57,10.99,39.79,46.06,27.93,1.4,27.97,29.32,1.7,10.17,1.61,74,Good,13.9,73.3,0.299,6.04,359.37,673.3
Shandong,Yantai,2024-07-01,58.18,178.64,20.07,40.38,18.87,18.13,1.81,11.8,19.97,1.76,10.0,0.47,79,Good,12.2,89.1,0.208,5.98,365.17,673.2
Shandong,Yantai,2024-08-01,53.77,164.4,16.82,23.06,31.55,22.33,0.88,17.76,16.83,3.46,8.48,2.25,73,Good,15.8,72.6,0.163,5.39,364.35,673.5
Shandong,Yantai,2024-09-01,72.15,213.96,10.04,28.97,34.9,20.45,1.8,31.39,28.3,1.74,11.5,1.28,96,Good,8.1,78.5,0.08,5.13,364.61,673.8
Shandong,Yantai,2024-10-01,127.66,97.8,23.83,50.26,30.24,15.89,1.82,33.75,61.29,5.26,2.64,3.65,168,Moderately Polluted,12.7,57.0,0.137,5.48,358.56,672.6
Shandong,Yantai,2024-11-01,126.05,299.55,39.45,94.04,74.78,30.76,4.88,57.83,73.02,8.28,12.22,3.92,165,Moderately Polluted,10.6,50.3,0.187,5.64,367.0,677.4
Shandong,Yantai,2024-12-01,197.16,237.84,15.31,45.72,57.72,31.34,5.67,54.07,61.14,5.41,10.41,3.68,247,Heavily Polluted,10.6,50.8,0.146,5.79,370.67,671.4
Shandong,Yantai,2025-01-01,184.64,374.32,31.56,60.76,87.21,46.56,2.65,54.59,41.53,3.96,23.57,4.06,235,Heavily Polluted,9.5,58.3,0.0,6.0,371.68,675.2
Shandong,Yantai,2025-02-01,103.65,335.43,62.02,75.87,49.72,17.6,2.95,27.04,90.02,6.46,21.3,6.01,136,Lightly Polluted,5.7,31.8,0.044,5.98,365.4,673.6
Shandong,Yantai,2025-03-01,123.52,232.33,20.0,54.34,83.04,15.33,0.97,34.61,60.13,3.59,16.56,0.9,162,Moderately Polluted,12.8,55.1,0.098,5.7,372.21,678.7
Shandong,Yantai,2025-04-01,126.28,169.37,38.22,61.01,57.71,18.39,3.29,17.9,56.8,1.92,9.83,1.93,166,Moderately Polluted,19.7,55.7,0.118,6.28,371.6,676.3
Shandong,Yantai,2025-05-01,65.53,137.98,20.03,22.92,17.76,10.04,2.97,32.34,35.99,5.35,5.51,2.34,88,Good,9.1,57.8,0.134,6.14,381.98,673.4
Shandong,Yantai,2025-06-01,59.82,135.52,11.98,40.9,46.09,28.14,1.52,16.61,30.07,2.84,5.87,2.17,81,Good,7.8,73.1,0.046,4.94,370.8,673.8
Shandong,Yantai,2025-07-01,74.36,144.98,21.02,23.84,15.82,13.6,1.81,17.21,36.56,3.5,5.94,2.5,99,Good,6.2,77.6,0.072,5.89,371.64,673.2
Shandong,Yantai,2025-08-01,85.18,77.28,20.58,26.36,14.02,24.14,1.83,28.42,23.72,2.57,10.81,0.6,113,Lightly Polluted,11.9,67.5,0.222,5.53,371.92,672.6
Shandong,Yantai,2025-09-01,95.17,188.22,31.24,22.09,47.05,20.75,2.63,20.17,29.27,1.63,12.73,2.13,125,Lightly Polluted,10.5,79.7,0.207,5.46,373.75,672.1
Shandong,Yantai,2025-10-01,108.95,220.79,44.21,60.35,25.19,31.84,3.34,21.41,53.03,5.42,6.67,3.83,142,Lightly Polluted,6.5,51.5,0.05,5.9,383.19,675.1
Shandong,Yantai,2025-11-01,158.68,357.02,50.71,66.11,41.82,17.04,4.65,38.11,49.64,4.93,13.68,5.02,209,Heavily Polluted,7.5,41.7,0.157,5.63,377.23,677.2
Shandong,Yantai,2025-12-01,171.25,216.7,42.65,92.44,68.28,45.43,5.36,40.51,84.19,7.78,21.78,2.7,221,Heavily Polluted,8.2,44.5,0.0,5.97,367.14,674.8
Shandong,Zibo,2014-01-01,170.43,208.9,70.67,58.36,126.67,63.83,4.91,64.98,55.08,5.42,20.25,6.91,220,Heavily Polluted,6.7,48.9,0.34,5.19,315.34,640.5
Shandong,Zibo,2014-02-01,144.05,368.38,28.02,83.16,115.75,27.46,3.59,65.69,90.91,3.5,10.9,2.58,191,Moderately Polluted,11.4,64.6,0.155,5.07,309.57,641.5
Shandong,Zibo,2014-03-01,119.06,246.23,56.71,57.7,92.56,23.5,3.55,39.39,69.04,7.47,19.04,3.54,155,Moderately Polluted,14.5,38.8,0.327,5.0,308.27,641.5
Shandong,Zibo,2014-04-01,72.73,212.93,34.07,62.44,53.5,15.58,3.57,23.22,66.71,3.62,9.9,2.08,97,Good,16.5,43.2,0.206,5.42,306.82,638.5
Shandong,Zibo,2014-05-01,72.21,147.7,22.65,53.87,40.3,18.71,2.03,40.41,75.96,5.22,10.55,4.18,96,Good,10.3,47.0,0.215,4.63,318.71,636.5
Shandong,Zibo,2014-06-01,59.66,149.11,14.02,22.83,45.87,7.91,2.05,15.91,49.71,3.32,3.05,1.57,81,Good,12.4,59.8,0.291,5.25,311.27,639.2
Shandong,Zibo,2014-07-01,101.53,215.37,11.06,22.7,29.57,27.36,0.69,11.54,44.57,4.04,6.99,0.64,133,Lightly Polluted,17.4,78.8,0.242,4.85,315.07,640.9
Shandong,Zibo,2014-08-01,104.29,216.8,26.13,23.81,29.13,14.76,1.38,17.91,35.26,3.86,2.83,2.81,137,Lightly Polluted,10.0,70.4,0.169,5.39,304.26,640.3
Shandong,Zibo,2014-09-01,116.92,129.24,23.71,50.98,64.1,20.61,1.39,22.14,39.01,3.25,13.08,1.13,152,Moderately Polluted,14.2,80.0,0.27,5.3,314.49,644.3
Shandong,Zibo,2014-10-01,126.04,129.68,41.48,71.74,32.82,24.09,1.9,39.76,28.08,2.34,9.77,4.82,165,Moderately Polluted,7.8,56.8,0.368,5.58,321.09,637.1
Shandong,Zibo,2014-11-01,179.01,196.32,49.34,43.96,36.23,27.91,2.73,42.08,56.36,4.61,9.32,1.46,229,Heavily Polluted,6.9,42.1,0.346,5.71,311.77,640.2
Shandong,Zibo,2014-12-01,235.13,389.84,87.86,112.56,102.73,50.38,2.91,27.62,84.87,5.73,23.65,3.19,285,Heavily Polluted,8.7,41.7,0.215,4.42,309.09,639.3
Shandong,Zibo,2015-01-01,171.32,243.4,88.68,58.18,65.81,37.02,6.23,67.36,41.97,8.03,18.62,4.79,221,Heavily Polluted,9.5,53.9,0.46,5.37,319.37,645.9
Shandong,Zibo,2015-02-01,207.47,460.26,42.52,72.0,77.5,30.12,2.33,63.61,36.28,8.79,16.55,2.1,257,Heavily Polluted,7.0,62.0,0.341,6.51,317.79,642.4
Shandong,Zibo,2015-03-01,126.53,182.12,17.26,62.9,26.11,19.72,4.43,40.79,27.55,4.47,13.14,5.02,166,Moderately Polluted,15.2,62.0,0.249,5.39,316.36,644.4
Shandong,Zibo,2015-04-01,126.25,134.65,46.76,64.69,70.74,14.28,2.56,40.21,67.12,4.0,9.87,3.43,166,Moderately Polluted,8.1,40.8,0.346,5.65,307.67,641.2
Shandong,Zibo,2015-05-01,59.99,276.83,28.1,57.57,20.17,16.82,2.75,29.35,42.34,5.23,9.24,2.14,81,Good,15.3,49.6,0.385,5.46,321.83,641.7
Shandong,Zibo,2015-06-01,75.7,214.09,26.22,45.52,17.01,8.13,2.4,11.65,47.14,5.21,3.83,1.62,101,Lightly Polluted,13.8,60.2,0.328,4.52,321.68,641.9
Shandong,Zibo,2015-07-01,96.1,99.81,12.4,43.96,33.94,14.01,1.17,23.67,41.88,2.94,3.97,0.83,126,Lightly Polluted,13.0,87.0,0.38,5.6,311.08,640.6
Shandong,Zibo,2015-08-01,63.07,219.52,26.27,21.94,19.66,14.31,2.56,24.19,34.83,2.23,9.0,1.92,85,Good,10.1,63.1,0.199,5.97,307.29,645.2
Shandong,Zibo,2015-09-01,82.21,233.72,19.55,25.11,45.69,9.52,1.57,22.43,43.5,1.57,12.63,3.53,109,Lightly Polluted,8.9,60.6,0.275,5.25,317.94,642.1
Shandong,Zibo,2015-10-01,85.02,223.89,24.71,65.86,42.96,30.46,3.34,34.61,29.09,6.58,6.13,4.82,112,Lightly Polluted,10.0,64.9,0.302,4.56,318.3,643.0
Shandong,Zibo,2015-11-01,162.31,233.31,20.41,57.32,37.98,37.0,4.16,64.22,40.9,6.47,22.28,6.01,212,Heavily Polluted,6.0,63.5,0.096,5.21,319.03,643.2
Shandong,Zibo,2015-12-01,198.96,257.96,61.66,106.73,51.89,46.82,5.12,34.73,85.78,4.77,27.92,2.45,249,Heavily Polluted,6.7,53.8,0.129,4.83,321.87,644.2
Shandong,Zibo,2016-01-01,125.19,327.13,22.7,119.57,53.5,41.1,5.86,26.19,60.07,4.18,10.71,2.23,164,Moderately Polluted,8.8,49.2,0.397,5.6,321.06,647.8
Shandong,Zibo,2016-02-01,141.93,310.18,64.24,99.29,61.25,49.47,3.56,68.78,73.29,4.26,13.95,1.91,188,Moderately Polluted,12.1,41.3,0.373,6.22,327.15,648.6
Shandong,Zibo,2016-03-01,122.11,293.32,34.15,49.44,91.92,31.16,2.21,51.98,42.24,4.94,15.15,2.48,160,Moderately Polluted,10.0,61.9,0.37,5.84,318.46,646.1
Shandong,Zibo,2016-04-01,143.32,244.5,43.5,57.08,58.84,21.62,2.57,34.23,30.7,5.17,14.36,4.23,190,Moderately Polluted,8.4,58.4,0.254,5.4,320.41,646.8
Shandong,Zibo,2016-05-01,68.94,192.81,14.45,62.82,72.35,34.21,3.52,19.67,50.92,3.92,13.11,1.6,92,Good,8.8,64.2,0.2,4.92,317.38,648.6
Shandong,Zibo,2016-06-01,74.15,171.91,36.12,50.26,27.89,11.34,2.63,26.62,56.33,4.07,9.14,1.28,99,Good,8.7,64.2,0.328,4.77,325.16,644.3
Shandong,Zibo,2016-07-01,63.01,94.99,14.58,22.99,32.34,14.49,2.26,16.22,27.26,4.04,5.55,2.15,85,Good,6.0,85.4,0.295,5.43,318.1,646.5
Shandong,Zibo,2016-08-01,79.36,147.16,22.65,41.04,26.04,21.79,1.06,28.58,21.35,1.36,7.9,3.14,105,Lightly Polluted,13.1,68.6,0.34,6.03,320.08,648.1
Shandong,Zibo,2016-09-01,97.52,199.18,13.01,28.11,63.6,25.06,2.49,32.16,22.45,3.93,9.55,2.45,128,Lightly Polluted,9.2,71.3,0.312,5.99,318.11,646.1
Shandong,Zibo,2016-10-01,109.19,129.73,28.0,31.6,47.49,29.94,1.82,30.63,27.35,4.87,7.0,1.83,143,Lightly Polluted,12.7,61.9,0.258,4.56,321.36,649.0
Shandong,Zibo,2016-11-01,195.85,334.75,60.0,44.81,69.87,27.86,2.37,48.38,58.29,5.62,7.07,5.27,246,Heavily Polluted,11.7,67.9,0.226,4.94,327.19,645.4
Shandong,Zibo,2016-12-01,185.79,420.49,66.67,71.28,109.35,47.76,3.5,70.0,94.69,5.13,23.16,4.8,236,Heavily Polluted,11.0,44.3,0.302,5.2,319.21,646.0
Shandong,Zibo,2017-01-01,189.28,217.61,61.4,100.99,83.96,28.43,4.58,49.48,56.56,10.28,10.08,2.05,239,Heavily Polluted,7.8,47.1,0.248,6.35,327.58,650.5
Shandong,Zibo,2017-02-01,150.16,403.06,66.57,80.64,106.2,32.84,4.0,20.37,95.28,2.9,11.22,4.67,200,Moderately Polluted,10.6,35.3,0.317,5.45,318.29,648.0
Shandong,Zibo,2017-03-01,136.6,217.24,32.35,41.68,54.51,31.18,3.76,29.71,30.63,5.79,19.17,2.14,181,Moderately Polluted,14.3,60.9,0.085,4.44,320.7,649.5
Shandong,Zibo,2017-04-01,147.87,247.81,18.8,54.13,60.54,19.17,3.07,22.89,47.25,5.35,7.82,1.2,197,Moderately Polluted,12.0,39.3,0.287,4.87,325.04,651.6
Shandong,Zibo,2017-05-01,116.6,194.94,46.79,47.75,33.8,33.24,2.36,19.04,63.54,5.7,10.52,1.41,152,Moderately Polluted,11.8,70.0,0.257,5.16,324.6,649.3
Shandong,Zibo,2017-06-01,107.96,197.39,11.81,37.54,39.47,9.6,0.88,12.1,38.54,2.31,8.74,3.65,141,Lightly Polluted,15.6,78.4,0.293,4.88,324.15,649.7
Shandong,Zibo,2017-07-01,55.84,181.04,21.73,15.71,36.81,9.9,2.42,20.75,28.1,2.55,5.65,2.61,76,Good,8.4,80.2,0.112,6.21,329.57,650.4
Shandong,Zibo,2017-08-01,93.93,114.51,8.63,26.72,28.03,23.39,1.01,12.56,39.88,3.23,7.79,3.26,124,Lightly Polluted,10.5,85.0,0.286,4.75,328.06,649.6
Shandong,Zibo,2017-09-01,59.07,127.25,37.29,16.38,58.7,10.64,2.05,24.63,49.85,4.78,5.14,2.39,80,Good,13.0,62.9,0.243,4.97,326.04,649.4
Shandong,Zibo,2017-10-01,78.12,304.48,51.85,49.86,39.58,23.33,3.13,30.33,67.18,5.75,6.13,4.12,104,Lightly Polluted,6.4,49.3,0.362,5.31,332.12,647.1
Shandong,Zibo,2017-11-01,101.19,402.43,21.38,89.72,97.08,33.32,3.34,55.95,47.32,6.27,7.07,1.95,133,Lightly Polluted,6.4,53.8,0.108,5.2,322.95,647.0
Shandong,Zibo,2017-12-01,180.57,343.95,81.64,104.2,44.07,50.87,4.18,40.72,63.1,5.99,14.55,3.38,231,Heavily Polluted,6.4,38.4,0.275,5.19,321.93,651.7
Shandong,Zibo,2018-01-01,165.81,209.94,24.31,59.49,107.98,47.49,3.9,42.55,102.2,9.31,14.29,5.33,216,Heavily Polluted,9.6,55.9,0.401,5.6,346.02,652.5
Shandong,Zibo,2018-02-01,111.16,199.66,51.78,59.23,31.4,53.59,5.26,44.99,58.33,3.71,6.43,4.13,145,Lightly Polluted,9.7,51.0,0.371,5.72,339.72,654.8
Shandong,Zibo,2018-03-01,85.14,257.96,36.87,50.42,49.21,14.18,1.2,18.44,49.32,2.1,19.11,1.16,112,Lightly Polluted,10.4,59.4,0.21,5.84,324.15,651.4
Shandong,Zibo,2018-04-01,106.2,107.14,23.97,38.65,45.6,20.11,3.07,33.95,23.52,6.6,4.28,3.71,139,Lightly Polluted,10.1,53.1,0.255,4.37,327.14,651.8
Shandong,Zibo,2018-05-01,113.92,265.25,37.72,50.36,50.44,16.71,2.87,33.76,32.43,3.55,14.73,1.43,149,Lightly Polluted,17.2,71.6,0.12,5.1,333.44,651.7
Shandong,Zibo,2018-06-01,57.3,118.79,9.66,28.65,16.54,25.2,2.82,18.3,30.4,1.83,8.89,3.07,78,Good,14.9,57.7,0.215,5.64,331.34,652.7
Shandong,Zibo,2018-07-01,78.88,174.31,23.62,48.88,54.61,13.35,1.88,25.31,31.56,2.35,6.81,3.0,105,Lightly Polluted,5.9,70.0,0.188,5.45,325.34,649.4
Shandong,Zibo,2018-08-01,92.88,192.39,11.1,42.54,40.48,12.19,1.38,28.6,35.02,1.07,6.82,2.53,122,Lightly Polluted,15.4,87.5,0.303,5.57,325.33,655.1
Shandong,Zibo,2018-09-01,112.4,97.24,15.5,43.47,46.88,15.56,1.92,17.96,51.25,3.74,4.07,3.53,147,Lightly Polluted,5.9,62.4,0.168,4.81,330.27,652.2
Shandong,Zibo,2018-10-01,115.24,254.87,45.2,52.85,56.23,39.56,1.47,40.51,61.99,3.71,9.98,2.6,150,Lightly Polluted,10.4,44.8,0.271,5.46,330.88,650.7
Shandong,Zibo,2018-11-01,96.33,407.15,24.8,63.21,107.43,33.39,1.97,26.86,46.1,7.57,20.57,2.81,127,Lightly Polluted,10.7,57.6,0.377,5.3,339.03,654.6
Shandong,Zibo,2018-12-01,178.48,318.76,54.6,95.59,67.66,59.14,4.14,25.76,88.94,4.1,24.19,8.29,228,Heavily Polluted,7.0,54.8,0.323,5.18,337.5,654.6
Shandong,Zibo,2019-01-01,125.43,407.23,54.6,90.52,114.04,60.28,4.04,30.46,74.42,5.86,17.45,3.1,165,Moderately Polluted,7.6,50.6,0.229,5.15,344.49,656.7
Shandong,Zibo,2019-02-01,121.86,421.2,49.34,73.73,81.2,50.81,1.74,53.43,86.49,5.48,14.17,6.25,159,Moderately Polluted,7.6,37.2,0.128,5.09,333.1,658.0
Shandong,Zibo,2019-03-01,152.32,197.27,50.09,50.57,79.63,20.74,2.83,23.77,70.98,7.72,8.08,3.5,202,Heavily Polluted,10.2,48.1,0.159,4.73,337.46,658.5
Shandong,Zibo,2019-04-01,125.79,160.49,34.25,39.0,34.44,19.64,2.94,29.12,46.96,3.1,8.87,4.1,165,Moderately Polluted,17.9,59.8,0.242,5.43,328.78,655.2
Shandong,Zibo,2019-05-01,97.66,277.49,33.75,34.03,23.54,16.95,2.32,26.84,39.44,2.94,14.34,3.56,128,Lightly Polluted,13.4,58.0,0.277,5.14,336.24,655.4
Shandong,Zibo,2019-06-01,84.91,150.27,23.69,50.49,38.37,16.39,1.91,15.61,51.84,1.76,10.39,0.98,112,Lightly Polluted,14.4,68.5,0.428,5.67,331.72,653.4
Shandong,Zibo,2019-07-01,111.94,85.22,32.47,48.95,17.63,18.04,2.35,17.86,28.76,1.76,2.31,2.59,146,Lightly Polluted,12.0,82.8,0.145,5.82,334.38,655.4
Shandong,Zibo,2019-08-01,50.55,155.79,30.32,39.58,47.57,16.13,1.53,18.76,43.13,1.84,10.78,0.55,69,Good,11.4,84.1,0.168,5.77,340.82,659.0
Shandong,Zibo,2019-09-01,71.95,162.93,24.06,23.63,21.63,24.44,1.01,14.73,38.94,3.75,8.21,1.68,96,Good,11.3,57.9,0.224,5.58,342.85,652.2
Shandong,Zibo,2019-10-01,130.43,240.19,15.31,69.53,25.61,30.82,2.27,44.44,46.63,6.06,13.04,3.68,172,Moderately Polluted,5.0,53.4,0.255,4.66,340.83,652.4
Shandong,Zibo,2019-11-01,168.03,314.36,32.89,74.64,105.72,26.27,5.08,55.93,86.07,7.65,16.95,5.93,218,Heavily Polluted,7.3,42.6,0.205,6.2,334.56,655.7
Shandong,Zibo,2019-12-01,166.57,299.29,31.46,47.86,109.99,28.36,4.86,65.9,49.61,9.37,13.04,3.47,217,Heavily Polluted,6.3,45.2,0.187,4.92,338.39,656.7
Shandong,Zibo,2020-01-01,138.29,329.24,27.66,47.8,85.93,27.06,2.95,20.94,42.19,2.58,9.64,3.17,183,Moderately Polluted,10.4,41.8,0.126,5.43,340.82,659.5
Shandong,Zibo,2020-02-01,70.86,117.87,13.41,15.13,34.57,5.02,1.24,7.9,29.88,2.87,5.55,1.52,95,Good,7.6,57.9,0.157,4.99,351.23,659.7
Shandong,Zibo,2020-03-01,61.71,104.49,9.25,21.34,31.18,13.55,1.27,18.27,22.99,1.38,2.5,1.98,83,Good,17.7,61.0,0.247,5.99,336.95,658.2
Shandong,Zibo,2020-04-01,59.34,70.99,12.21,17.93,4.05,9.85,0.44,10.25,32.59,2.69,5.95,1.62,80,Good,13.9,67.6,0.164,5.44,339.09,659.0
Shandong,Zibo,2020-05-01,48.85,78.51,27.13,33.27,30.71,13.68,1.78,18.03,42.42,2.94,7.9,2.32,67,Good,15.5,59.4,0.144,5.9,343.74,658.7
Shandong,Zibo,2020-06-01,82.67,147.96,23.59,29.42,23.19,19.16,2.02,27.95,42.13,1.79,11.27,2.97,109,Lightly Polluted,11.2,89.5,0.229,5.43,346.01,656.8
Shandong,Zibo,2020-07-01,85.93,144.92,16.57,29.63,28.56,18.22,1.45,27.0,54.5,2.47,4.63,2.22,113,Lightly Polluted,11.7,70.0,0.28,5.05,345.84,657.7
Shandong,Zibo,2020-08-01,81.6,185.28,24.48,19.47,33.51,9.12,1.9,27.45,15.37,2.95,8.39,2.1,108,Lightly Polluted,11.6,82.9,0.334,4.85,338.7,662.8
Shandong,Zibo,2020-09-01,110.56,173.99,23.01,35.66,17.71,20.41,0.98,32.88,47.9,1.82,10.57,1.97,144,Lightly Polluted,12.5,56.4,0.233,4.99,332.98,658.0
Shandong,Zibo,2020-10-01,127.47,126.04,46.44,56.62,36.34,33.41,1.36,27.02,50.79,3.81,15.85,1.22,168,Moderately Polluted,6.7,63.4,0.324,5.22,350.22,660.2
Shandong,Zibo,2020-11-01,200.6,404.28,49.47,77.9,31.66,29.42,3.24,48.29,36.2,3.17,11.04,6.46,251,Heavily Polluted,8.0,42.3,0.198,5.43,341.27,660.1
Shandong,Zibo,2020-12-01,195.96,227.95,47.48,54.02,110.36,51.32,4.6,67.31,74.36,4.75,19.88,4.08,246,Heavily Polluted,8.5,42.1,0.285,5.33,339.9,657.5
Shandong,Zibo,2021-01-01,192.36,397.53,32.53,92.58,78.29,55.89,3.31,56.92,90.16,6.15,26.01,7.37,242,Heavily Polluted,10.2,55.5,0.304,5.8,348.72,663.3
Shandong,Zibo,2021-02-01,102.37,235.62,49.07,88.11,85.38,34.01,1.91,39.35,81.84,9.05,16.0,2.41,134,Lightly Polluted,13.2,44.5,0.095,5.24,351.16,660.9
Shandong,Zibo,2021-03-01,81.93,148.46,41.68,45.63,85.94,35.73,3.01,15.18,38.77,4.6,10.64,1.69,108,Lightly Polluted,12.1,47.8,0.201,5.35,347.06,661.4
Shandong,Zibo,2021-04-01,92.31,255.92,44.77,51.28,28.36,16.04,1.42,12.54,40.79,5.47,9.75,4.44,121,Lightly Polluted,17.4,61.2,0.2,4.89,360.82,662.3
Shandong,Zibo,2021-05-01,71.91,254.9,20.49,46.6,35.95,28.22,0.83,16.3,56.89,3.39,14.89,3.6,96,Good,10.9,51.3,0.236,5.05,352.35,662.0
Shandong,Zibo,2021-06-01,65.39,138.98,25.8,35.56,60.92,26.1,2.28,14.71,54.05,2.52,10.14,1.92,88,Good,14.0,82.7,0.156,5.53,358.78,661.9
Shandong,Zibo,2021-07-01,85.0,165.62,11.23,23.93,40.01,13.8,0.89,17.35,41.91,4.3,10.21,1.12,112,Lightly Polluted,12.8,72.8,0.289,5.04,349.14,662.3
Shandong,Zibo,2021-08-01,61.21,160.35,22.95,40.83,32.26,20.4,2.21,15.25,30.31,2.03,5.57,0.63,83,Good,11.9,63.8,0.216,4.84,352.36,659.3
Shandong,Zibo,2021-09-01,97.78,127.64,21.79,40.53,48.29,17.13,1.5,24.18,35.26,4.38,9.07,1.06,128,Lightly Polluted,10.7,68.7,0.051,5.08,351.22,665.3
Shandong,Zibo,2021-10-01,151.99,262.06,41.59,43.28,28.72,21.38,1.13,17.89,42.73,4.48,7.39,3.65,202,Heavily Polluted,9.1,60.5,0.237,5.43,344.78,659.7
Shandong,Zibo,2021-11-01,93.71,177.56,43.58,37.47,99.45,25.55,4.51,28.45,43.48,3.37,9.13,2.05,123,Lightly Polluted,11.8,55.6,0.268,6.4,354.61,665.5
