Division,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Sylhet,Beanibazar,2023-07-01,25.1,31.2,6.09,13.08,14.09,2.0,0.62,5.68,32.53,0.96,3.12,0.86,78,Moderate,11.5,83.6,0.236,1.17,11.44,620.5
Sylhet,Beanibazar,2023-08-01,21.33,25.28,3.6,14.04,15.37,4.55,0.59,7.46,27.19,0.11,1.71,0.44,70,Moderate,12.2,86.9,0.288,3.52,11.98,617.5
Sylhet,Beanibazar,2023-09-01,31.94,10.0,1.0,6.48,8.88,4.94,0.43,1.66,20.2,0.79,3.35,0.82,93,Moderate,9.9,83.7,0.291,2.79,11.32,619.7
Sylhet,Beanibazar,2023-10-01,26.33,40.27,3.58,8.3,14.42,7.09,0.76,8.37,25.47,0.6,2.92,0.29,81,Moderate,8.7,82.0,0.317,2.7,11.42,622.3
Sylhet,Beanibazar,2023-11-01,23.42,126.68,16.05,15.41,23.51,14.53,1.25,9.34,62.6,1.17,2.5,0.88,75,Moderate,0.5,62.4,0.279,1.89,11.58,625.9
Sylhet,Beanibazar,2023-12-01,93.29,177.02,25.28,37.71,41.99,8.87,2.15,7.3,83.79,1.74,3.71,0.98,171,Unhealthy,5.2,69.0,0.266,1.84,11.6,622.9
Sylhet,Beanibazar,2024-01-01,61.61,135.8,22.84,21.4,24.3,11.65,2.24,5.59,73.61,2.34,6.88,1.64,154,Unhealthy,1.7,60.6,0.313,3.95,12.06,625.5
Sylhet,Beanibazar,2024-02-01,49.84,126.6,13.05,26.01,35.52,7.52,1.02,13.8,61.85,2.77,6.76,2.42,136,Unhealthy for Sensitive Groups,4.8,52.5,0.31,1.71,11.97,628.3
Sylhet,Beanibazar,2024-03-01,54.58,86.52,10.71,7.75,32.3,13.5,1.82,17.99,63.12,1.55,5.78,1.6,148,Unhealthy for Sensitive Groups,7.8,58.7,0.319,2.99,11.87,628.8
Sylhet,Beanibazar,2024-04-01,34.0,27.24,22.58,18.3,26.75,8.2,0.32,1.36,58.04,1.69,1.27,0.73,97,Moderate,7.0,66.2,0.293,1.53,11.95,626.6
Sylhet,Beanibazar,2024-05-01,18.76,77.23,7.69,23.45,16.86,9.78,0.72,8.08,43.19,1.55,4.78,0.83,65,Moderate,10.2,68.3,0.303,2.03,11.84,630.4
Sylhet,Beanibazar,2024-06-01,17.41,43.97,8.02,21.3,18.4,4.43,0.34,6.37,30.86,0.4,0.93,0.76,62,Moderate,11.2,91.8,0.301,2.88,12.01,627.2
Sylhet,Beanibazar,2024-07-01,17.3,40.53,4.34,5.75,20.14,4.47,0.63,1.69,16.9,1.22,2.08,0.84,62,Moderate,14.4,92.6,0.311,1.45,11.93,625.5
Sylhet,Beanibazar,2024-08-01,25.25,23.4,4.74,13.99,15.06,2.76,0.68,3.27,12.76,1.13,0.65,0.05,79,Moderate,11.5,95.1,0.293,2.4,12.02,624.8
Sylhet,Beanibazar,2024-09-01,8.35,39.49,10.31,8.34,24.51,6.57,0.42,5.21,15.85,0.49,1.63,0.83,35,Good,12.7,92.3,0.351,1.9,11.91,625.0
Sylhet,Beanibazar,2024-10-01,43.9,44.93,10.75,26.8,32.32,11.94,0.65,11.69,41.99,1.69,4.2,1.19,122,Unhealthy for Sensitive Groups,7.9,75.6,0.319,1.01,11.94,625.5
Sylhet,Beanibazar,2024-11-01,31.0,122.44,23.75,38.19,50.17,11.93,1.72,16.39,65.2,1.8,3.56,0.4,91,Moderate,5.2,68.9,0.305,1.98,12.24,626.7
Sylhet,Beanibazar,2024-12-01,57.62,106.39,17.3,27.59,32.25,11.99,1.2,7.63,37.17,2.83,5.95,1.52,152,Unhealthy,0.5,75.9,0.345,4.04,12.0,629.4
Sylhet,Beanibazar,2025-01-01,55.12,119.34,18.57,40.98,56.19,6.09,1.62,23.2,55.07,2.08,4.65,1.33,149,Unhealthy for Sensitive Groups,4.8,64.1,0.307,1.11,12.34,633.6
Sylhet,Beanibazar,2025-02-01,86.95,158.05,29.7,28.21,18.8,13.93,1.91,14.8,60.12,0.59,3.44,2.18,167,Unhealthy,3.6,60.1,0.313,3.01,12.78,635.7
Sylhet,Beanibazar,2025-03-01,44.82,99.06,21.06,18.28,48.77,16.03,0.95,17.23,51.51,1.52,4.32,0.99,124,Unhealthy for Sensitive Groups,7.2,53.5,0.252,3.51,12.5,632.5
Sylhet,Beanibazar,2025-04-01,40.62,53.91,16.73,30.59,14.82,10.02,0.46,11.51,41.55,1.49,3.6,0.35,114,Unhealthy for Sensitive Groups,4.4,76.7,0.265,2.82,12.75,633.4
Sylhet,Beanibazar,2025-05-01,29.98,32.46,9.48,19.47,15.14,7.28,0.99,8.9,40.02,0.66,1.37,0.93,89,Moderate,12.2,74.2,0.285,2.35,12.44,633.4
Sylhet,Beanibazar,2025-06-01,22.36,25.57,9.58,17.47,9.76,4.31,0.38,2.79,21.22,0.34,0.88,0.82,73,Moderate,10.0,81.9,0.285,2.36,12.45,633.1
Sylhet,Beanibazar,2025-07-01,8.85,39.32,10.9,9.24,7.83,4.5,0.27,5.83,28.3,0.7,0.1,0.85,37,Good,18.0,85.7,0.278,1.95,12.33,632.6
Sylhet,Beanibazar,2025-08-01,20.85,25.35,3.48,5.66,12.83,2.35,0.54,6.01,36.08,0.94,3.45,0.26,69,Moderate,10.7,85.4,0.341,3.09,12.34,632.2
Sylhet,Beanibazar,2025-09-01,35.14,47.12,4.4,19.46,13.26,3.8,0.67,2.44,17.42,0.08,3.52,0.76,99,Moderate,12.8,92.6,0.297,2.03,12.31,635.8
Sylhet,Beanibazar,2025-10-01,33.67,88.13,3.29,25.12,21.53,7.85,0.57,4.24,31.5,0.67,4.81,0.12,96,Moderate,5.7,74.1,0.301,5.2,12.52,636.5
Sylhet,Beanibazar,2025-11-01,69.49,109.66,6.28,19.29,33.26,8.42,1.81,11.24,61.31,2.04,5.23,0.51,158,Unhealthy,5.6,62.9,0.308,2.62,12.23,634.7
Sylhet,Beanibazar,2025-12-01,74.25,116.3,16.65,21.61,30.89,8.42,1.02,9.68,42.38,0.56,7.39,2.05,161,Unhealthy,2.1,74.8,0.315,1.9,12.24,634.5
Sylhet,Habiganj,2014-01-01,96.38,59.06,21.38,30.76,38.68,20.25,1.01,23.01,113.76,0.15,4.5,3.09,172,Unhealthy,6.0,72.6,0.277,2.33,8.16,560.9
Sylhet,Habiganj,2014-02-01,70.22,91.94,9.03,41.07,25.61,16.69,1.56,4.34,61.57,3.94,9.79,0.66,159,Unhealthy,8.0,54.2,0.319,2.27,8.09,560.0
Sylhet,Habiganj,2014-03-01,42.9,182.84,32.74,34.4,33.32,13.68,0.68,18.18,70.04,1.1,3.05,0.41,119,Unhealthy for Sensitive Groups,2.7,57.6,0.34,1.54,8.02,559.3
Sylhet,Habiganj,2014-04-01,60.3,90.95,16.42,23.6,36.03,7.75,0.87,10.63,66.74,1.02,5.33,1.16,153,Unhealthy,10.3,60.3,0.267,1.75,8.01,558.4
Sylhet,Habiganj,2014-05-01,44.25,36.53,15.63,13.77,36.08,3.57,0.43,8.76,45.24,0.92,5.71,0.32,123,Unhealthy for Sensitive Groups,12.6,86.1,0.302,3.63,7.73,559.5
Sylhet,Habiganj,2014-06-01,28.88,22.85,3.24,16.13,23.32,6.19,0.58,2.96,27.16,0.05,2.65,1.38,86,Moderate,11.3,78.9,0.301,3.08,8.06,558.7
Sylhet,Habiganj,2014-07-01,34.68,43.48,5.84,10.18,9.56,7.46,0.29,5.31,29.53,0.65,2.67,0.71,98,Moderate,10.2,89.8,0.268,1.65,8.14,558.9
Sylhet,Habiganj,2014-08-01,15.69,40.02,6.43,11.42,25.03,7.38,0.66,5.75,21.95,0.83,2.86,0.73,59,Moderate,9.3,89.7,0.221,3.48,8.18,559.3
Sylhet,Habiganj,2014-09-01,23.31,84.77,7.76,14.52,26.24,1.86,0.31,1.98,28.27,0.66,2.01,0.68,75,Moderate,5.0,90.3,0.297,2.53,8.2,560.7
Sylhet,Habiganj,2014-10-01,20.19,87.34,12.53,17.12,38.5,7.2,0.59,12.29,51.4,0.96,3.64,0.29,68,Moderate,2.7,77.0,0.297,1.92,8.19,561.3
Sylhet,Habiganj,2014-11-01,92.96,103.38,25.69,27.34,41.37,6.95,0.95,7.04,54.29,3.54,7.0,0.86,170,Unhealthy,4.6,64.0,0.26,2.89,7.92,561.5
Sylhet,Habiganj,2014-12-01,105.08,81.62,21.65,30.84,37.48,13.12,1.64,17.55,43.02,3.22,3.09,1.43,177,Unhealthy,3.7,58.2,0.278,1.73,8.45,560.7
Sylhet,Habiganj,2015-01-01,53.16,82.59,8.51,31.73,73.54,19.6,1.5,5.68,116.49,3.33,9.31,2.37,144,Unhealthy for Sensitive Groups,5.6,62.8,0.301,0.98,8.64,570.1
Sylhet,Habiganj,2015-02-01,52.51,215.06,33.52,34.44,54.0,18.94,0.92,6.54,79.39,2.95,7.27,2.12,143,Unhealthy for Sensitive Groups,3.7,66.9,0.3,3.39,8.06,567.1
Sylhet,Habiganj,2015-03-01,101.71,104.09,3.48,28.5,49.38,19.62,0.76,22.11,39.56,0.92,6.14,2.41,175,Unhealthy,7.8,58.0,0.339,1.42,8.25,567.4
Sylhet,Habiganj,2015-04-01,31.65,79.71,16.85,29.81,26.92,11.1,1.02,2.46,25.87,1.07,4.57,1.53,92,Moderate,11.5,63.9,0.324,1.82,8.38,566.6
Sylhet,Habiganj,2015-05-01,38.12,46.59,14.32,30.08,15.1,14.78,0.7,4.15,35.95,2.24,1.75,0.24,107,Unhealthy for Sensitive Groups,7.9,71.3,0.287,2.49,8.13,566.7
Sylhet,Habiganj,2015-06-01,31.17,87.24,7.67,19.83,11.0,2.23,0.53,5.09,23.4,1.21,1.25,0.76,91,Moderate,16.0,85.2,0.293,1.1,8.41,568.4
Sylhet,Habiganj,2015-07-01,5.0,69.81,9.13,16.1,16.54,7.36,0.66,5.72,19.53,1.24,2.3,0.92,21,Good,15.9,96.2,0.341,2.1,8.47,568.4
Sylhet,Habiganj,2015-08-01,26.99,49.12,13.11,9.44,10.3,6.88,0.36,2.55,37.26,0.35,3.77,1.0,82,Moderate,7.2,88.6,0.289,2.35,8.28,565.6
Sylhet,Habiganj,2015-09-01,16.79,48.0,9.43,9.53,18.79,4.48,0.77,8.06,40.12,1.46,2.9,0.43,61,Moderate,13.1,89.7,0.306,2.63,8.19,567.4
Sylhet,Habiganj,2015-10-01,58.94,76.93,7.09,17.67,23.95,6.25,0.38,2.42,57.16,1.39,1.15,1.1,153,Unhealthy,3.5,72.8,0.279,3.37,8.56,567.8
Sylhet,Habiganj,2015-11-01,58.75,133.3,18.63,27.62,20.02,15.09,2.38,5.15,43.52,1.22,4.54,1.95,153,Unhealthy,7.2,72.4,0.291,2.45,8.14,562.9
Sylhet,Habiganj,2015-12-01,110.92,75.79,26.14,19.26,27.56,17.0,1.01,26.64,65.82,3.52,9.51,2.06,180,Unhealthy,3.9,64.0,0.248,2.8,8.56,565.6
Sylhet,Habiganj,2016-01-01,64.36,132.59,27.89,17.19,45.74,24.19,1.53,20.04,107.24,3.73,3.35,2.6,156,Unhealthy,7.1,57.9,0.284,1.92,8.66,576.7
Sylhet,Habiganj,2016-02-01,79.2,213.45,22.29,17.2,67.31,7.57,0.85,13.83,39.54,2.39,3.77,0.69,163,Unhealthy,6.3,68.9,0.26,1.27,8.75,571.5
Sylhet,Habiganj,2016-03-01,91.16,69.19,20.33,37.72,40.09,13.38,1.29,5.64,80.76,0.96,8.71,0.27,169,Unhealthy,5.7,53.0,0.293,2.43,8.62,574.3
Sylhet,Habiganj,2016-04-01,52.99,145.29,17.49,20.74,46.54,9.62,1.04,7.98,57.01,2.22,6.72,1.96,144,Unhealthy for Sensitive Groups,7.0,56.4,0.355,2.62,8.74,570.3
Sylhet,Habiganj,2016-05-01,35.48,37.34,14.68,10.75,34.23,11.32,0.51,7.49,61.81,1.28,3.36,0.56,101,Unhealthy for Sensitive Groups,11.0,82.2,0.282,2.02,8.57,571.0
Sylhet,Habiganj,2016-06-01,38.64,50.9,10.68,7.59,28.6,2.42,0.55,8.37,34.74,1.79,4.39,0.5,109,Unhealthy for Sensitive Groups,16.0,87.5,0.283,2.71,8.71,569.1
Sylhet,Habiganj,2016-07-01,11.17,41.75,6.11,10.28,14.9,6.22,0.3,6.75,34.88,1.33,2.97,0.55,47,Good,13.4,87.2,0.283,2.99,8.92,572.5
Sylhet,Habiganj,2016-08-01,35.78,58.24,9.43,11.42,6.08,3.71,0.56,1.28,36.53,0.93,1.81,0.98,102,Unhealthy for Sensitive Groups,11.3,89.8,0.287,1.12,8.6,574.7
Sylhet,Habiganj,2016-09-01,27.7,32.29,10.21,10.32,8.47,7.52,0.76,5.61,41.4,1.46,4.16,0.44,84,Moderate,8.3,82.5,0.295,1.96,9.07,572.5
Sylhet,Habiganj,2016-10-01,46.79,109.1,15.29,15.72,36.53,6.06,1.06,6.03,35.28,2.08,2.09,0.49,129,Unhealthy for Sensitive Groups,6.2,76.7,0.301,2.66,9.0,574.4
Sylhet,Habiganj,2016-11-01,95.43,173.85,29.17,15.53,46.46,18.87,2.27,9.92,53.0,2.65,4.4,2.06,172,Unhealthy,2.7,67.0,0.273,3.73,8.26,570.9
Sylhet,Habiganj,2016-12-01,110.4,85.71,32.08,43.04,64.44,17.85,1.66,18.11,106.52,0.8,4.49,2.23,179,Unhealthy,4.4,62.8,0.298,1.1,8.64,570.7
Sylhet,Habiganj,2017-01-01,114.87,225.39,13.89,22.43,72.55,19.5,2.56,26.2,62.47,2.59,8.53,1.11,182,Unhealthy,3.7,69.1,0.351,4.94,9.09,580.5
Sylhet,Habiganj,2017-02-01,68.38,97.63,28.0,28.7,21.92,6.77,2.66,16.53,102.79,1.32,1.79,0.34,158,Unhealthy,2.3,53.3,0.333,4.09,9.19,578.7
Sylhet,Habiganj,2017-03-01,65.97,179.66,16.1,15.96,29.67,10.21,1.87,25.39,74.03,2.89,6.42,0.44,156,Unhealthy,7.7,59.5,0.315,2.3,9.39,579.6
Sylhet,Habiganj,2017-04-01,58.17,122.41,17.51,38.33,28.36,5.63,0.75,15.84,77.73,1.0,0.98,1.34,152,Unhealthy,10.3,67.5,0.28,2.21,9.07,580.2
Sylhet,Habiganj,2017-05-01,16.52,63.27,6.91,16.49,21.99,10.86,1.03,3.19,56.01,0.78,2.58,1.0,60,Moderate,9.3,69.5,0.287,2.79,9.31,580.4
Sylhet,Habiganj,2017-06-01,38.44,41.92,10.37,15.28,21.01,5.03,0.15,9.36,26.11,0.36,1.88,0.72,108,Unhealthy for Sensitive Groups,8.3,82.9,0.249,3.4,9.23,580.3
Sylhet,Habiganj,2017-07-01,15.9,35.74,9.66,21.62,11.24,10.58,0.35,0.57,30.09,0.67,1.11,1.02,59,Moderate,9.4,94.6,0.316,3.87,9.19,582.0
Sylhet,Habiganj,2017-08-01,14.02,38.82,8.24,9.59,7.61,7.28,0.24,7.1,27.7,0.82,2.93,0.51,55,Moderate,11.5,99.9,0.266,1.38,9.29,581.9
Sylhet,Habiganj,2017-09-01,25.01,42.99,5.33,15.72,30.28,6.56,0.72,5.28,26.93,1.79,2.61,1.05,78,Moderate,9.8,83.0,0.303,3.9,9.02,582.2
Sylhet,Habiganj,2017-10-01,63.5,84.1,14.83,23.6,23.3,15.12,0.75,7.07,47.25,2.01,2.94,1.46,155,Unhealthy,5.4,71.7,0.242,3.26,9.12,580.6
Sylhet,Habiganj,2017-11-01,44.48,192.56,20.41,14.19,45.0,18.45,2.27,22.64,41.04,0.51,2.16,0.67,123,Unhealthy for Sensitive Groups,3.0,73.6,0.32,3.31,9.28,583.1
Sylhet,Habiganj,2017-12-01,62.93,107.8,31.57,37.91,70.98,20.1,2.82,15.36,75.4,2.38,2.71,2.0,155,Unhealthy,4.5,59.8,0.287,3.81,9.31,577.8
Sylhet,Habiganj,2018-01-01,99.2,170.48,23.34,58.67,78.76,19.58,3.38,11.84,106.15,4.4,5.48,2.56,174,Unhealthy,3.7,61.2,0.298,1.16,9.48,586.4
Sylhet,Habiganj,2018-02-01,53.27,141.98,24.43,33.2,48.78,25.15,2.77,24.96,76.58,2.32,2.96,0.61,145,Unhealthy for Sensitive Groups,3.0,61.1,0.303,3.89,9.56,588.6
Sylhet,Habiganj,2018-03-01,51.69,118.43,32.4,47.83,44.05,10.34,1.56,8.89,86.78,1.97,2.47,0.58,141,Unhealthy for Sensitive Groups,2.7,49.0,0.336,3.21,9.64,583.4
Sylhet,Habiganj,2018-04-01,28.12,62.91,13.88,18.54,40.45,11.23,0.74,11.67,27.08,2.05,6.83,0.36,85,Moderate,5.5,54.6,0.37,2.42,9.69,588.9
Sylhet,Habiganj,2018-05-01,56.01,114.99,15.43,34.94,36.46,12.26,1.2,4.78,27.08,1.33,3.38,0.91,151,Unhealthy,4.6,77.6,0.26,2.36,9.66,587.3
Sylhet,Habiganj,2018-06-01,31.61,67.1,9.14,15.38,30.43,10.85,0.21,11.09,27.52,1.33,3.54,0.44,92,Moderate,14.0,84.9,0.287,2.55,9.53,586.5
Sylhet,Habiganj,2018-07-01,8.4,61.23,2.63,17.13,18.53,5.95,0.5,5.04,37.77,0.57,1.16,0.19,35,Good,13.7,89.7,0.286,1.23,9.54,587.8
Sylhet,Habiganj,2018-08-01,16.73,35.74,12.85,11.31,19.02,6.73,1.1,6.54,28.0,0.33,1.05,0.87,61,Moderate,9.3,87.5,0.273,1.29,9.44,585.8
Sylhet,Habiganj,2018-09-01,39.55,90.12,12.52,6.35,13.72,4.76,0.61,4.14,17.35,0.35,3.15,0.25,111,Unhealthy for Sensitive Groups,14.2,80.8,0.292,2.56,9.46,587.3
Sylhet,Habiganj,2018-10-01,56.02,131.49,16.65,34.4,27.45,13.75,0.67,7.99,63.09,1.13,3.48,1.29,151,Unhealthy,9.6,70.3,0.293,1.97,9.32,585.3
Sylhet,Habiganj,2018-11-01,98.99,152.56,14.31,47.72,27.01,22.43,2.08,6.34,38.48,3.44,4.71,1.55,173,Unhealthy,3.5,75.0,0.306,2.76,9.84,586.3
Sylhet,Habiganj,2018-12-01,87.6,217.31,34.4,26.98,50.66,17.14,0.79,12.24,71.37,2.8,10.57,2.84,168,Unhealthy,1.6,58.5,0.358,2.84,9.59,588.8
Sylhet,Habiganj,2019-01-01,95.27,123.1,28.09,51.06,65.96,22.61,1.12,22.92,61.34,4.33,6.68,2.85,172,Unhealthy,5.3,69.1,0.254,2.29,10.09,592.0
Sylhet,Habiganj,2019-02-01,121.68,90.58,33.95,59.83,48.16,21.63,2.27,6.77,53.78,4.11,8.08,0.98,185,Unhealthy,1.5,70.5,0.28,1.62,10.14,591.7
Sylhet,Habiganj,2019-03-01,49.41,118.68,11.57,48.54,45.88,17.25,0.74,13.31,46.17,0.73,5.27,0.9,135,Unhealthy for Sensitive Groups,6.4,60.4,0.331,1.29,10.09,592.8
Sylhet,Habiganj,2019-04-01,62.66,141.46,23.23,40.43,45.19,10.15,0.95,7.3,32.46,1.16,5.65,0.25,155,Unhealthy,11.7,75.3,0.254,2.83,10.05,594.3
Sylhet,Habiganj,2019-05-01,49.49,61.04,16.86,11.03,19.23,4.24,0.79,10.39,61.5,0.83,3.73,1.49,135,Unhealthy for Sensitive Groups,7.9,69.6,0.27,2.32,9.98,594.2
Sylhet,Habiganj,2019-06-01,12.0,76.35,4.38,19.54,22.12,3.39,0.33,7.25,16.86,0.86,1.25,1.34,51,Moderate,11.0,90.9,0.293,0.96,9.92,594.5
Sylhet,Habiganj,2019-07-01,29.68,31.24,15.74,9.1,14.84,4.45,0.68,6.63,25.75,1.28,2.52,0.33,88,Moderate,12.1,90.1,0.305,3.07,9.71,596.2
Sylhet,Habiganj,2019-08-01,23.69,39.6,11.97,14.73,13.28,2.3,0.78,2.7,20.18,0.48,2.9,1.21,75,Moderate,5.3,98.7,0.312,1.78,9.88,594.7
Sylhet,Habiganj,2019-09-01,42.53,46.73,14.39,25.53,30.0,3.4,0.7,10.43,44.44,1.39,4.18,0.99,118,Unhealthy for Sensitive Groups,10.9,88.9,0.27,3.22,9.95,595.1
Sylhet,Habiganj,2019-10-01,26.8,119.74,14.29,27.44,39.14,13.3,0.55,9.92,67.07,0.83,2.84,0.61,82,Moderate,5.7,84.1,0.276,3.21,10.01,596.7
Sylhet,Habiganj,2019-11-01,74.05,154.26,8.49,35.7,45.51,8.95,2.05,10.93,75.97,3.06,4.84,2.05,161,Unhealthy,5.2,77.8,0.304,2.84,10.02,595.1
Sylhet,Habiganj,2019-12-01,69.06,175.09,33.24,40.33,28.27,11.99,0.56,9.63,115.77,1.45,8.94,3.19,158,Unhealthy,2.3,66.1,0.282,2.59,9.71,593.2
Sylhet,Habiganj,2020-01-01,145.49,124.13,38.55,42.17,64.52,23.62,2.79,28.3,112.85,1.47,8.61,3.11,197,Unhealthy,6.0,68.8,0.258,4.24,10.18,598.9
Sylhet,Habiganj,2020-02-01,78.84,116.38,23.17,48.95,36.19,23.99,2.72,24.62,63.64,1.71,10.02,0.88,163,Unhealthy,3.1,57.4,0.264,2.29,10.34,600.8
Sylhet,Habiganj,2020-03-01,20.94,169.15,24.27,18.31,56.37,6.57,1.14,13.8,26.15,1.66,7.58,0.45,70,Moderate,6.3,58.9,0.34,3.36,10.25,601.3
Sylhet,Habiganj,2020-04-01,20.86,84.99,8.29,20.09,21.52,2.98,0.68,7.2,26.37,0.84,3.07,1.06,69,Moderate,8.1,74.2,0.284,2.87,10.29,602.4
Sylhet,Habiganj,2020-05-01,34.39,68.7,4.45,22.71,21.57,8.85,0.27,3.49,33.03,0.37,0.67,1.0,98,Moderate,7.0,68.1,0.281,2.7,10.64,602.1
Sylhet,Habiganj,2020-06-01,43.78,44.99,7.25,20.47,4.21,6.29,0.68,6.16,22.56,0.6,3.22,1.01,121,Unhealthy for Sensitive Groups,19.4,93.7,0.267,3.55,10.29,601.9
Sylhet,Habiganj,2020-07-01,20.32,38.41,3.48,15.69,11.31,3.44,0.95,1.21,42.71,1.33,1.02,0.51,68,Moderate,11.3,97.1,0.283,1.44,10.41,599.6
Sylhet,Habiganj,2020-08-01,13.67,65.95,5.81,24.29,13.01,1.71,0.51,3.02,20.49,0.5,2.91,0.5,54,Moderate,11.9,84.0,0.324,3.05,10.57,600.6
Sylhet,Habiganj,2020-09-01,15.07,82.87,8.76,21.57,19.48,2.84,0.56,5.83,20.58,0.8,3.1,0.18,57,Moderate,13.3,83.8,0.357,0.41,10.13,598.0
Sylhet,Habiganj,2020-10-01,48.35,116.64,7.77,14.68,40.54,14.43,1.28,13.24,33.9,1.37,1.98,0.47,133,Unhealthy for Sensitive Groups,5.4,86.0,0.303,2.53,10.19,599.3
Sylhet,Habiganj,2020-11-01,48.47,161.79,10.23,20.37,32.24,23.1,0.54,4.37,76.63,3.23,6.87,0.85,133,Unhealthy for Sensitive Groups,1.5,78.4,0.303,3.25,10.53,599.8
Sylhet,Habiganj,2020-12-01,108.84,96.23,13.28,28.26,34.37,24.93,1.95,17.21,49.06,1.78,10.1,1.75,179,Unhealthy,3.8,64.6,0.268,1.58,10.56,597.3
Sylhet,Habiganj,2021-01-01,136.82,193.27,26.74,25.86,47.85,11.17,1.55,12.44,79.84,2.49,6.72,2.72,193,Unhealthy,4.2,72.3,0.267,2.26,11.03,602.8
Sylhet,Habiganj,2021-02-01,111.34,161.29,28.97,39.36,36.08,8.56,2.63,26.91,116.72,4.46,3.61,3.06,180,Unhealthy,5.9,61.0,0.312,2.51,10.73,604.0
Sylhet,Habiganj,2021-03-01,49.5,154.85,25.95,51.15,65.54,7.38,1.74,23.87,97.49,3.7,2.81,1.79,135,Unhealthy for Sensitive Groups,4.4,59.5,0.286,3.88,10.85,611.4
Sylhet,Habiganj,2021-04-01,34.82,78.15,9.04,21.95,34.89,5.81,1.52,19.75,32.94,2.16,2.79,2.12,99,Moderate,7.4,62.1,0.277,2.24,11.12,610.4
Sylhet,Habiganj,2021-05-01,42.42,121.1,7.6,22.49,30.44,11.72,1.34,10.84,31.32,2.32,2.39,0.38,118,Unhealthy for Sensitive Groups,5.6,78.2,0.345,2.08,10.55,604.6
Sylhet,Habiganj,2021-06-01,21.85,35.74,11.59,24.43,21.95,8.8,0.8,10.6,52.13,0.49,1.78,0.83,72,Moderate,9.0,92.2,0.31,2.73,10.85,605.2
Sylhet,Habiganj,2021-07-01,18.14,59.15,12.4,14.01,7.61,5.4,0.31,9.66,24.79,0.97,4.21,0.98,64,Moderate,9.1,98.1,0.305,1.02,10.86,608.3
Sylhet,Habiganj,2021-08-01,41.64,13.83,9.34,23.51,15.66,8.47,0.72,9.01,19.74,1.54,2.83,0.68,116,Unhealthy for Sensitive Groups,9.5,94.9,0.293,1.96,10.45,607.8
Sylhet,Habiganj,2021-09-01,33.26,69.46,10.58,30.9,35.89,3.13,0.88,3.77,31.89,1.5,1.89,0.27,95,Moderate,8.3,84.6,0.305,3.63,10.83,610.4
Sylhet,Habiganj,2021-10-01,25.67,103.05,6.47,25.45,23.06,11.13,1.6,6.83,27.72,1.63,3.02,0.21,80,Moderate,7.8,80.3,0.29,4.32,10.82,607.1
Sylhet,Habiganj,2021-11-01,33.21,93.57,15.28,51.39,62.98,20.15,1.66,22.53,81.61,3.76,3.62,0.7,95,Moderate,4.2,73.3,0.333,2.22,10.66,610.0
Sylhet,Habiganj,2021-12-01,75.7,115.6,20.93,24.2,48.22,26.41,2.11,14.71,53.26,3.6,8.63,2.08,161,Unhealthy,2.3,54.8,0.29,3.96,10.63,607.2
Sylhet,Habiganj,2022-01-01,96.86,85.4,32.16,26.39,86.68,12.8,1.47,29.6,64.31,4.45,10.38,3.49,172,Unhealthy,3.7,56.6,0.269,4.94,11.47,614.3
Sylhet,Habiganj,2022-02-01,50.7,94.37,25.25,20.71,30.27,15.86,3.17,24.35,52.52,1.19,5.05,3.29,138,Unhealthy for Sensitive Groups,2.0,53.4,0.295,0.85,10.87,611.6
Sylhet,Habiganj,2022-03-01,65.1,219.58,11.68,29.57,22.38,11.32,2.29,19.92,108.76,2.03,8.02,1.91,156,Unhealthy,7.8,49.3,0.263,3.29,11.01,613.9
Sylhet,Habiganj,2022-04-01,83.59,90.74,22.23,13.88,35.99,8.2,1.57,16.57,72.75,0.75,1.45,0.53,166,Unhealthy,7.7,58.4,0.329,2.61,11.25,609.4
Sylhet,Habiganj,2022-05-01,63.21,91.5,17.99,33.1,33.73,13.66,0.67,15.54,59.64,1.99,3.13,0.94,155,Unhealthy,9.9,84.9,0.28,3.37,11.07,615.1
Sylhet,Habiganj,2022-06-01,39.99,39.86,16.51,20.55,16.0,4.68,0.7,11.13,33.62,1.6,1.73,1.02,112,Unhealthy for Sensitive Groups,18.0,81.5,0.313,2.01,11.35,613.9
Sylhet,Habiganj,2022-07-01,31.9,58.45,6.94,18.44,23.7,8.71,0.69,6.31,45.99,0.93,1.26,0.69,93,Moderate,10.0,85.6,0.285,0.06,11.31,614.9
Sylhet,Habiganj,2022-08-01,17.11,25.24,3.47,11.35,22.51,4.08,0.3,4.08,25.5,1.28,2.21,0.43,62,Moderate,9.9,84.2,0.251,2.84,11.14,614.9
Sylhet,Habiganj,2022-09-01,26.15,100.7,8.39,13.75,4.94,10.21,0.65,3.79,16.89,0.61,1.03,1.07,81,Moderate,9.3,89.8,0.293,2.76,11.21,613.8
